,col1,col2,col3
0,Seated Calibration,2021-06-14 12:02:53.156904,5191670578
1,Seated Calibration,2021-06-14 12:02:53.930112,6013738487
2,Seated Calibration,2021-06-14 12:02:54.427693,7974706079
3,Seated Calibration,2021-06-14 12:02:54.825652,6387188580
4,Seated Calibration,2021-06-14 12:02:55.227931,5174635607
5,Seated Calibration,2021-06-14 12:02:55.622031,5617227911
6,Seated Calibration,2021-06-14 12:02:56.018126,5614655805
7,Seated Calibration,2021-06-14 12:02:56.419476,9269599442
8,Seated Calibration,2021-06-14 12:02:56.817083,2198863442
9,Seated Calibration,2021-06-14 12:02:57.217685,4148077715
10,Seated1,2021-06-14 12:02:57.520125,678708807
11,Seated1,2021-06-14 12:02:57.885195,2711074573
12,Seated1,2021-06-14 12:02:58.212550,8367410414
13,Seated1,2021-06-14 12:02:58.509938,1693956791
14,Seated1,2021-06-14 12:02:58.810621,6051668846
15,Seated1,2021-06-14 12:02:59.109605,8242541085
16,Seated1,2021-06-14 12:02:59.408223,5285673251
17,Seated1,2021-06-14 12:02:59.704844,677611771
18,Seated1,2021-06-14 12:03:00.001973,1340267538
19,Seated1,2021-06-14 12:03:00.302666,8166750138
20,Seated1,2021-06-14 12:03:00.604660,8888140763
21,Seated1,2021-06-14 12:03:00.898512,1199891653
22,Seated1,2021-06-14 12:03:01.196148,7016765550
23,Seated1,2021-06-14 12:03:01.496883,6695623681
24,Seated1,2021-06-14 12:03:01.795490,8078758049
25,Seated1,2021-06-14 12:03:02.094554,7416809743
26,Seated1,2021-06-14 12:03:02.393498,9408940821
27,Seated1,2021-06-14 12:03:02.694184,3733393182
28,Seated1,2021-06-14 12:03:02.990986,1817572106
29,Seated1,2021-06-14 12:03:03.290457,8792220535
30,Seated1,2021-06-14 12:03:03.590421,9917171504
31,Seated1,2021-06-14 12:03:03.890824,3210653927
32,Seated1,2021-06-14 12:03:04.190322,9486880254
33,Seated1,2021-06-14 12:03:04.489682,1772765730
34,Seated1,2021-06-14 12:03:04.788985,8429455638
35,Seated1,2021-06-14 12:03:05.086899,8482186387
36,Seated1,2021-06-14 12:03:05.389563,1889686080
37,Seated1,2021-06-14 12:03:05.687545,7145436412
38,seated7,2021-06-14 12:03:05.982368,2285778500
39,seated7,2021-06-14 12:03:06.279955,1432082993
40,Seated1,2021-06-14 12:03:06.577986,8234803310
41,Seated1,2021-06-14 12:03:06.882450,8874077982
42,Seated1,2021-06-14 12:03:07.182927,8544174261
43,Seated1,2021-06-14 12:03:07.482422,9426771629
44,Seated1,2021-06-14 12:03:07.777356,3337081783
45,Seated1,2021-06-14 12:03:08.077345,5799536029
46,Seated1,2021-06-14 12:03:08.379086,6336604492
47,Seated1,2021-06-14 12:03:08.683676,237025529
48,Seated1,2021-06-14 12:03:08.982304,3638873983
49,Seated1,2021-06-14 12:03:09.281764,8113609359
50,Seated1,2021-06-14 12:03:09.583702,4848322454
51,Seated1,2021-06-14 12:03:09.885675,4321581495
52,Seated1,2021-06-14 12:03:10.185203,3431079765
53,Seated1,2021-06-14 12:03:10.489776,8297548616
54,Seated1,2021-06-14 12:03:10.792009,5092927072
55,Seated1,2021-06-14 12:03:11.089832,1472549572
56,Seated1,2021-06-14 12:03:11.390083,5456228031
57,Seated1,2021-06-14 12:03:11.689418,9620734749
58,Seated1,2021-06-14 12:03:11.990766,4856127741
59,Seated1,2021-06-14 12:03:12.290502,4082283822
60,Seated1,2021-06-14 12:03:12.594902,5772107599
