,col1,col2,col3
0,Seated Calibration,2021-06-14 12:03:05.431683,3525514549
1,Seated Calibration,2021-06-14 12:03:06.268171,6659394376
2,Seated Calibration,2021-06-14 12:03:06.674624,2924381928
3,Seated Calibration,2021-06-14 12:03:07.080424,553499123
4,Seated Calibration,2021-06-14 12:03:07.485197,7433399770
5,Seated Calibration,2021-06-14 12:03:07.888128,3140180274
6,Seated Calibration,2021-06-14 12:03:08.288810,5204722327
7,Seated Calibration,2021-06-14 12:03:08.696543,3382116216
8,Seated Calibration,2021-06-14 12:03:09.095403,2036273940
9,Seated Calibration,2021-06-14 12:03:09.499276,8253325419
10,seated7,2021-06-14 12:03:09.797606,7022386733
11,seated7,2021-06-14 12:03:10.161239,5448608791
12,seated7,2021-06-14 12:03:10.459831,2927463589
13,seated7,2021-06-14 12:03:10.763199,4663509659
14,seated7,2021-06-14 12:03:11.076954,1659383347
15,seated7,2021-06-14 12:03:11.375768,635791164
16,seated7,2021-06-14 12:03:11.674066,1451750240
17,seated7,2021-06-14 12:03:11.979721,6301748370
18,seated7,2021-06-14 12:03:12.277572,272748561
19,seated7,2021-06-14 12:03:12.576501,486763588
20,seated7,2021-06-14 12:03:12.876529,6655723360
21,seated7,2021-06-14 12:03:13.178500,3854993902
22,seated7,2021-06-14 12:03:13.482562,5124550733
23,seated7,2021-06-14 12:03:13.784181,9845417371
24,seated7,2021-06-14 12:03:14.083773,9820588561
25,seated7,2021-06-14 12:03:14.380993,7480246166
26,Seated1,2021-06-14 12:03:14.671771,3229340210
27,Seated1,2021-06-14 12:03:14.972499,6158047911
28,seated5,2021-06-14 12:03:15.266461,161849435
29,seated5,2021-06-14 12:03:15.567510,1375353301
30,Seated1,2021-06-14 12:03:15.863621,420831386
31,Seated1,2021-06-14 12:03:16.164203,2708802900
32,Seated1,2021-06-14 12:03:16.464380,2271181020
33,Seated1,2021-06-14 12:03:16.764093,9541519604
34,Seated1,2021-06-14 12:03:17.058846,3921940588
35,seated5,2021-06-14 12:03:17.354567,6706491101
36,Seated1,2021-06-14 12:03:17.651122,2476760441
37,Seated1,2021-06-14 12:03:17.949512,4217242776
38,Seated1,2021-06-14 12:03:18.247983,7556526487
39,Seated1,2021-06-14 12:03:18.546668,132910028
40,Seated1,2021-06-14 12:03:18.842413,5956231736
41,Seated1,2021-06-14 12:03:19.141219,5340447330
42,Seated1,2021-06-14 12:03:19.440680,9596574284
43,Seated1,2021-06-14 12:03:19.737013,8322743989
44,Seated1,2021-06-14 12:03:20.035797,2348706322
45,seated7,2021-06-14 12:03:20.334277,3896676017
46,seated7,2021-06-14 12:03:20.631507,5570336080
47,seated7,2021-06-14 12:03:20.932486,4139069479
48,seated7,2021-06-14 12:03:21.229275,2724936526
49,seated7,2021-06-14 12:03:21.525363,1906941688
50,seated7,2021-06-14 12:03:21.825293,7058672684
51,seated7,2021-06-14 12:03:22.127258,3754772918
52,seated7,2021-06-14 12:03:22.429094,2298336936
53,seated7,2021-06-14 12:03:22.730231,1166255805
54,seated7,2021-06-14 12:03:23.031104,3648467367
55,seated7,2021-06-14 12:03:23.330267,6716993058
56,seated5,2021-06-14 12:03:23.632770,5322280873
57,seated7,2021-06-14 12:03:23.932735,6960862209
58,seated7,2021-06-14 12:03:24.233062,7888392558
59,seated7,2021-06-14 12:03:24.532362,6285815038
60,seated5,2021-06-14 12:03:24.829786,6831662472
61,seated7,2021-06-14 12:03:25.130138,5259553695
62,seated7,2021-06-14 12:03:25.426444,7767955128
63,seated7,2021-06-14 12:03:25.726490,2429138314
64,seated5,2021-06-14 12:03:26.018703,5347710463
65,seated5,2021-06-14 12:03:26.316383,4453493257
66,seated7,2021-06-14 12:03:26.610569,9501377934
67,seated5,2021-06-14 12:03:26.910641,7130148066
68,seated7,2021-06-14 12:03:27.213196,5718089335
69,seated7,2021-06-14 12:03:27.509594,9390383594
70,seated5,2021-06-14 12:03:27.802453,9276244256
71,seated7,2021-06-14 12:03:28.104919,2562287292
72,seated7,2021-06-14 12:03:28.405929,8718836780
73,seated3,2021-06-14 12:03:28.705288,9029119420
74,seated3,2021-06-14 12:03:29.002872,5676584051
75,seated5,2021-06-14 12:03:29.300562,4341321599
76,seated7,2021-06-14 12:03:29.604819,4531006165
77,seated3,2021-06-14 12:03:29.904986,7879791879
78,seated7,2021-06-14 12:03:30.200624,8940235861
79,seated5,2021-06-14 12:03:30.496709,4540215484
80,seated7,2021-06-14 12:03:30.800863,9826827859
81,seated7,2021-06-14 12:03:31.099637,742449082
82,seated7,2021-06-14 12:03:31.399523,590452104
83,seated7,2021-06-14 12:03:31.698461,5125027902
84,seated7,2021-06-14 12:03:31.997838,863703020
85,seated7,2021-06-14 12:03:32.303516,422631544
86,seated7,2021-06-14 12:03:32.608906,7009437649
87,seated7,2021-06-14 12:03:32.910041,5544282780
88,seated7,2021-06-14 12:03:33.204799,9633340618
89,seated7,2021-06-14 12:03:33.502161,9787751412
90,seated7,2021-06-14 12:03:33.804641,6375225498
91,seated3,2021-06-14 12:03:34.097013,6393406118
92,seated5,2021-06-14 12:03:34.401483,8734159968
93,seated7,2021-06-14 12:03:34.700124,7076322597
94,seated7,2021-06-14 12:03:34.994822,8190058720
95,seated7,2021-06-14 12:03:35.295604,8773574404
96,seated7,2021-06-14 12:03:35.597450,4623978681
97,seated7,2021-06-14 12:03:35.892819,942108442
98,seated7,2021-06-14 12:03:36.191355,5169898113
99,seated7,2021-06-14 12:03:36.495361,9693680976
100,seated5,2021-06-14 12:03:36.799955,8943882151
101,seated7,2021-06-14 12:03:37.097615,5782592258
102,seated7,2021-06-14 12:03:37.396796,4066205460
103,seated7,2021-06-14 12:03:37.695445,1694085264
104,seated7,2021-06-14 12:03:37.992964,2517132687
105,seated7,2021-06-14 12:03:38.292205,5993906481
106,seated7,2021-06-14 12:03:38.592809,157251256
107,seated7,2021-06-14 12:03:38.895717,3525137417
108,seated7,2021-06-14 12:03:39.198075,2585574716
109,seated7,2021-06-14 12:03:39.493485,2474546919
110,seated7,2021-06-14 12:03:39.792574,7881826977
111,seated7,2021-06-14 12:03:40.095114,5162846898
112,seated7,2021-06-14 12:03:40.396898,4557159155
113,seated7,2021-06-14 12:03:40.696644,679080185
114,seated5,2021-06-14 12:03:40.996486,970483765
115,seated5,2021-06-14 12:03:41.295560,378026894
116,seated5,2021-06-14 12:03:41.604655,4924084929
117,seated7,2021-06-14 12:03:41.907298,308320877
118,seated7,2021-06-14 12:03:42.209483,3866354563
119,seated7,2021-06-14 12:03:42.507167,5521558335
120,seated7,2021-06-14 12:03:42.804842,7240585773
121,seated7,2021-06-14 12:03:43.100359,9873606528
122,seated7,2021-06-14 12:03:43.397119,530570
123,seated7,2021-06-14 12:03:43.700247,5772862765
124,seated7,2021-06-14 12:03:44.001497,6317195636
125,seated7,2021-06-14 12:03:44.302602,3379085969
126,seated7,2021-06-14 12:03:44.603515,3555545421
127,seated7,2021-06-14 12:03:44.902870,4053684689
128,seated7,2021-06-14 12:03:45.202589,8905452175
129,seated7,2021-06-14 12:03:45.497547,3988448307
130,seated7,2021-06-14 12:03:45.802259,7725163736
131,seated7,2021-06-14 12:03:46.098130,9352147041
132,seated7,2021-06-14 12:03:46.397962,6277358141
133,seated7,2021-06-14 12:03:46.697993,8036021689
134,seated7,2021-06-14 12:03:46.996745,3442220758
135,seated7,2021-06-14 12:03:47.297536,6372550908
136,seated7,2021-06-14 12:03:47.597351,9800581343
137,seated7,2021-06-14 12:03:47.894697,5361210744
138,seated7,2021-06-14 12:03:48.189169,9626739219
139,seated7,2021-06-14 12:03:48.488192,4741502906
140,seated7,2021-06-14 12:03:48.784972,8112866422
141,seated7,2021-06-14 12:03:49.084831,1876082758
142,Seated1,2021-06-14 12:03:49.383409,4020646699
143,Seated1,2021-06-14 12:03:49.683258,573470434
144,Seated1,2021-06-14 12:03:49.981269,7751048112
145,seated5,2021-06-14 12:03:50.283601,9993661986
146,Seated1,2021-06-14 12:03:50.584144,4291946512
147,Seated1,2021-06-14 12:03:50.883055,8063722414
148,Seated1,2021-06-14 12:03:51.183979,1411277131
149,Seated1,2021-06-14 12:03:51.485035,768821863
150,Seated1,2021-06-14 12:03:51.781640,5424495773
151,Seated1,2021-06-14 12:03:52.079120,7656065978
152,Seated1,2021-06-14 12:03:52.379467,7665521199
153,Seated1,2021-06-14 12:03:52.683099,5976609682
154,Seated1,2021-06-14 12:03:52.980605,2600569828
155,Seated1,2021-06-14 12:03:53.282263,6698093068
156,Seated1,2021-06-14 12:03:53.587299,6188481453
157,seated5,2021-06-14 12:03:53.890215,7553030293
158,Seated1,2021-06-14 12:03:54.186187,5534649216
159,Seated1,2021-06-14 12:03:54.482327,7576153371
160,Seated1,2021-06-14 12:03:54.779391,4426234792
161,Seated1,2021-06-14 12:03:55.080667,6270646161
162,Seated1,2021-06-14 12:03:55.380514,612557849
163,Seated1,2021-06-14 12:03:55.676938,2771823844
164,Seated1,2021-06-14 12:03:55.974974,6119715689
165,Seated1,2021-06-14 12:03:56.276368,7280024501
166,Seated1,2021-06-14 12:03:56.576585,4757189050
167,Seated1,2021-06-14 12:03:56.876578,1914302104
168,Seated1,2021-06-14 12:03:57.176279,354933821
169,Seated1,2021-06-14 12:03:57.477594,9637567818
170,Seated1,2021-06-14 12:03:57.777254,1927274064
171,Seated1,2021-06-14 12:03:58.081144,3947096051
172,Seated1,2021-06-14 12:03:58.380898,9529644561
173,Seated1,2021-06-14 12:03:58.679098,7146348877
174,Seated1,2021-06-14 12:03:58.978305,2186962046
175,Seated1,2021-06-14 12:03:59.276468,4363992088
176,Seated1,2021-06-14 12:03:59.577149,7589842989
177,Seated1,2021-06-14 12:03:59.875685,1548077540
178,Seated1,2021-06-14 12:04:00.175189,6380957246
179,Seated1,2021-06-14 12:04:00.474424,6298242505
180,Seated1,2021-06-14 12:04:00.772392,8208930976
181,Seated1,2021-06-14 12:04:01.072724,8367426538
182,Seated1,2021-06-14 12:04:01.370549,2739859080
183,Seated1,2021-06-14 12:04:01.669102,7576244822
184,Seated1,2021-06-14 12:04:01.964958,600088913
185,seated5,2021-06-14 12:04:02.262281,3640565698
186,Seated1,2021-06-14 12:04:02.560079,5076576934
187,Seated1,2021-06-14 12:04:02.857136,2683377226
188,Seated1,2021-06-14 12:04:03.156139,4695472578
189,Seated1,2021-06-14 12:04:03.457997,6908234505
190,Seated1,2021-06-14 12:04:03.760908,5025729904
191,Seated1,2021-06-14 12:04:04.058796,6027435548
192,Seated1,2021-06-14 12:04:04.356037,4796582174
193,Seated1,2021-06-14 12:04:04.655883,4649609058
194,Seated1,2021-06-14 12:04:04.958876,8644729075
195,Seated1,2021-06-14 12:04:05.261319,7294566117
196,Seated1,2021-06-14 12:04:05.559460,5232692601
197,Seated1,2021-06-14 12:04:05.862780,1817260887
198,Seated1,2021-06-14 12:04:06.166151,862689656
199,Seated1,2021-06-14 12:04:06.467870,8624488615
200,Seated1,2021-06-14 12:04:06.768769,3067498950
201,Seated1,2021-06-14 12:04:07.073897,4901143636
202,Seated1,2021-06-14 12:04:07.374745,9709558279
203,Seated1,2021-06-14 12:04:07.674807,6479431191
204,Seated1,2021-06-14 12:04:07.973926,2970363179
205,Seated1,2021-06-14 12:04:08.270616,6761062555
206,Seated1,2021-06-14 12:04:08.573817,6385165840
207,Seated1,2021-06-14 12:04:08.874470,1041514821
208,Seated1,2021-06-14 12:04:09.177290,7972184844
209,Seated1,2021-06-14 12:04:09.475871,3256450749
210,Seated1,2021-06-14 12:04:09.774293,9039735254
211,seated7,2021-06-14 12:04:10.077184,3340190599
212,seated3,2021-06-14 12:04:10.378621,9907750365
213,seated5,2021-06-14 12:04:10.676177,536072124
214,Seated1,2021-06-14 12:04:10.973125,4240150067
215,Seated1,2021-06-14 12:04:11.279053,3516267829
216,Seated1,2021-06-14 12:04:11.581379,3954790852
217,Seated1,2021-06-14 12:04:11.880201,3775663745
218,Seated1,2021-06-14 12:04:12.185925,4745284932
219,Seated1,2021-06-14 12:04:12.488779,2674966639
220,Seated1,2021-06-14 12:04:12.789558,5571956517
221,Seated1,2021-06-14 12:04:13.094921,5161678463
222,Seated1,2021-06-14 12:04:13.396329,2591201586
223,seated7,2021-06-14 12:04:13.697677,6213368022
224,seated7,2021-06-14 12:04:14.000994,1694295073
225,seated7,2021-06-14 12:04:14.299497,9739662332
226,seated7,2021-06-14 12:04:14.605832,2958079664
227,seated7,2021-06-14 12:04:14.907236,9232047568
228,seated7,2021-06-14 12:04:15.206942,4588305913
229,seated7,2021-06-14 12:04:15.511413,6108901073
230,seated7,2021-06-14 12:04:15.816111,4906102918
231,seated7,2021-06-14 12:04:16.118889,6024136497
232,Seated1,2021-06-14 12:04:16.422499,4473119099
233,Seated1,2021-06-14 12:04:16.724634,212818219
234,Seated1,2021-06-14 12:04:17.023687,8786877481
235,Seated1,2021-06-14 12:04:17.329083,1051129799
236,Seated1,2021-06-14 12:04:17.628341,1594695334
237,seated5,2021-06-14 12:04:17.930466,1146876271
238,seated5,2021-06-14 12:04:18.228263,3134529381
239,seated5,2021-06-14 12:04:18.528672,15266875
240,seated5,2021-06-14 12:04:18.832416,9136666466
241,seated5,2021-06-14 12:04:19.132811,2122363768
242,seated5,2021-06-14 12:04:19.428963,8572552572
243,seated5,2021-06-14 12:04:19.728426,3947402749
244,seated5,2021-06-14 12:04:20.032588,253092369
245,seated5,2021-06-14 12:04:20.335758,6692190288
246,seated5,2021-06-14 12:04:20.635053,4642822133
247,seated5,2021-06-14 12:04:20.937086,4938623291
248,seated5,2021-06-14 12:04:21.243892,220879193
249,seated5,2021-06-14 12:04:21.542518,9177572808
250,seated5,2021-06-14 12:04:21.844719,9432498364
251,seated5,2021-06-14 12:04:22.141373,8095321331
252,seated5,2021-06-14 12:04:22.446625,3593707531
253,seated5,2021-06-14 12:04:22.752190,6611101897
254,seated7,2021-06-14 12:04:23.053121,5585232684
255,seated7,2021-06-14 12:04:23.360200,1700099729
256,seated7,2021-06-14 12:04:23.661596,9261636802
257,seated7,2021-06-14 12:04:23.966369,6392158836
258,seated3,2021-06-14 12:04:24.266151,2171172295
259,seated3,2021-06-14 12:04:24.570553,7533323030
260,seated7,2021-06-14 12:04:24.873588,1483090445
261,Seated1,2021-06-14 12:04:25.171240,630791596
262,Seated1,2021-06-14 12:04:25.471106,2170898293
263,seated3,2021-06-14 12:04:25.769417,5237481976
264,seated3,2021-06-14 12:04:26.067834,7964812797
