,col1,col2,col3
0,Seated Calibration,2021-06-14 12:02:57.404636,6781539908
1,Seated Calibration,2021-06-14 12:02:58.181583,8006844995
2,Seated Calibration,2021-06-14 12:02:58.609794,2903014428
3,Seated Calibration,2021-06-14 12:02:59.008968,2811785404
4,Seated Calibration,2021-06-14 12:02:59.408473,682681816
5,Seated Calibration,2021-06-14 12:02:59.813472,7244885618
6,Seated Calibration,2021-06-14 12:03:00.216716,2136293535
7,Seated Calibration,2021-06-14 12:03:00.614954,7686284366
8,Seated Calibration,2021-06-14 12:03:01.025389,2223694314
9,Seated Calibration,2021-06-14 12:03:01.427865,3760171566
10,Seated1,2021-06-14 12:03:01.731094,4692842364
11,Seated1,2021-06-14 12:03:02.084405,5262359603
12,Seated1,2021-06-14 12:03:02.389794,3003770392
13,Seated1,2021-06-14 12:03:02.686797,8001384803
14,Seated1,2021-06-14 12:03:02.990183,3756697089
15,seated7,2021-06-14 12:03:03.290950,7775646278
16,seated3,2021-06-14 12:03:03.593679,7643107338
17,seated7,2021-06-14 12:03:03.897439,4813447450
18,seated7,2021-06-14 12:03:04.198281,3573451714
19,seated3,2021-06-14 12:03:04.497736,2694096149
20,seated7,2021-06-14 12:03:04.802016,2596428183
21,seated7,2021-06-14 12:03:05.101722,3921284753
22,seated3,2021-06-14 12:03:05.399720,5464751268
23,seated3,2021-06-14 12:03:05.702990,5322320929
24,seated3,2021-06-14 12:03:06.007100,1985991495
25,Seated1,2021-06-14 12:03:06.305353,3077182149
26,seated3,2021-06-14 12:03:06.601204,1336828554
27,seated3,2021-06-14 12:03:06.893571,8664458548
28,seated7,2021-06-14 12:03:07.188924,203806302
29,seated3,2021-06-14 12:03:07.490388,4375058372
30,seated3,2021-06-14 12:03:07.787644,5101749896
31,seated3,2021-06-14 12:03:08.100810,2582015212
32,seated3,2021-06-14 12:03:08.402834,7142339607
33,seated7,2021-06-14 12:03:08.707183,1611371246
34,seated7,2021-06-14 12:03:09.004709,3359094597
35,Seated1,2021-06-14 12:03:09.303302,7711825175
36,Seated1,2021-06-14 12:03:09.595615,4852926846
37,Seated1,2021-06-14 12:03:09.891463,8046692283
38,Seated1,2021-06-14 12:03:10.190324,9647623773
39,Seated1,2021-06-14 12:03:10.490948,2028207804
40,Seated1,2021-06-14 12:03:10.791102,7562269925
41,Seated1,2021-06-14 12:03:11.089458,5324141676
42,Seated1,2021-06-14 12:03:11.387462,2057090851
43,Seated1,2021-06-14 12:03:11.684738,8931269578
44,Seated1,2021-06-14 12:03:11.989859,2198467362
45,Seated1,2021-06-14 12:03:12.285701,555281788
46,Seated1,2021-06-14 12:03:12.582360,9997242097
47,Seated1,2021-06-14 12:03:12.877371,9921964210
48,Seated1,2021-06-14 12:03:13.175679,7262428987
49,Seated1,2021-06-14 12:03:13.473452,3961674073
50,Seated1,2021-06-14 12:03:13.770937,5135465172
51,Seated1,2021-06-14 12:03:14.070683,5506371477
52,Seated1,2021-06-14 12:03:14.371599,6998458393
53,Seated1,2021-06-14 12:03:14.671310,8185370774
54,Seated1,2021-06-14 12:03:14.969660,3144525597
55,Seated1,2021-06-14 12:03:15.271141,7684314753
56,Seated1,2021-06-14 12:03:15.567501,9015717621
57,Seated1,2021-06-14 12:03:15.867960,6407748860
58,Seated1,2021-06-14 12:03:16.165481,9386733098
59,Seated1,2021-06-14 12:03:16.461165,5555761341
60,Seated1,2021-06-14 12:03:16.756568,1985572215
61,Seated1,2021-06-14 12:03:17.056973,6509355826
62,Seated1,2021-06-14 12:03:17.349212,9859027127
63,Seated1,2021-06-14 12:03:17.647823,5268645150
64,Seated1,2021-06-14 12:03:17.949233,7855465463
65,Seated1,2021-06-14 12:03:18.251797,4243183536
66,Seated1,2021-06-14 12:03:18.545606,8292584365
67,Seated1,2021-06-14 12:03:18.843536,2187922466
68,Seated1,2021-06-14 12:03:19.140482,8757718279
69,seated7,2021-06-14 12:03:19.439887,486323019
70,seated3,2021-06-14 12:03:19.734458,1459765886
71,Seated1,2021-06-14 12:03:20.034153,2416014546
72,seated3,2021-06-14 12:03:20.333919,6953029551
73,Seated1,2021-06-14 12:03:20.633176,5381769666
74,Seated1,2021-06-14 12:03:20.932735,6641334097
75,Seated1,2021-06-14 12:03:21.226810,7722163983
76,Seated1,2021-06-14 12:03:21.528106,339900458
77,Seated1,2021-06-14 12:03:21.827717,4975514990
78,Seated1,2021-06-14 12:03:22.123612,2330484466
79,Seated1,2021-06-14 12:03:22.416828,8002549560
80,Seated1,2021-06-14 12:03:22.712449,7222444856
81,Seated1,2021-06-14 12:03:23.012503,3469673970
