,col1,col2,col3
0,Seated Calibration,2021-06-14 12:23:42.941845,9918970175
1,Seated Calibration,2021-06-14 12:23:44.011244,8668141408
2,Seated Calibration,2021-06-14 12:23:44.588775,8574920710
3,Seated Calibration,2021-06-14 12:23:44.987127,2497578362
4,Seated Calibration,2021-06-14 12:23:45.384905,1500652031
5,Seated Calibration,2021-06-14 12:23:45.787224,1191635192
6,Seated Calibration,2021-06-14 12:23:46.188375,8905923506
7,Seated Calibration,2021-06-14 12:23:46.589380,5276523253
8,Seated Calibration,2021-06-14 12:23:46.992000,6646854258
9,Seated Calibration,2021-06-14 12:23:47.388095,3795146012
10,Seated1,2021-06-14 12:23:47.683841,5476424462
11,Seated1,2021-06-14 12:23:48.048912,2905081403
12,Seated1,2021-06-14 12:23:48.378326,2624696150
13,Seated1,2021-06-14 12:23:48.676533,9143882297
14,Seated1,2021-06-14 12:23:48.974011,480122429
15,seated5,2021-06-14 12:23:49.271143,8485885495
16,seated7,2021-06-14 12:23:49.566985,9739332527
17,seated7,2021-06-14 12:23:49.865227,6175981456
18,seated5,2021-06-14 12:23:50.161603,5986066553
19,seated7,2021-06-14 12:23:50.464022,3971703400
20,seated7,2021-06-14 12:23:50.761561,2766555266
21,seated5,2021-06-14 12:23:51.059958,8597952238
22,Seated1,2021-06-14 12:23:51.357808,9984563895
23,Seated1,2021-06-14 12:23:51.652063,759049834
24,Seated1,2021-06-14 12:23:51.948975,8528692621
25,Seated1,2021-06-14 12:23:52.243372,6133842499
26,Seated1,2021-06-14 12:23:52.546114,2749438453
27,Seated1,2021-06-14 12:23:52.844957,5816634384
28,Seated1,2021-06-14 12:23:53.143006,7207853526
29,seated5,2021-06-14 12:23:53.442821,9085536545
30,Not detected,2021-06-14 12:23:53.739843,1392188218
31,seated7,2021-06-14 12:23:54.114415,7077429018
32,seated7,2021-06-14 12:23:54.514267,6811499818
33,seated7,2021-06-14 12:23:54.843511,40995346
34,seated7,2021-06-14 12:23:55.138563,1006835194
35,seated7,2021-06-14 12:23:55.437673,36341683
36,seated7,2021-06-14 12:23:55.734924,2481037971
