,col1,col2,col3
0,Seated Calibration,2021-06-14 12:47:18.576027,2901985849
1,Seated Calibration,2021-06-14 12:47:19.553291,2028460316
2,Seated Calibration,2021-06-14 12:47:20.060797,7577544165
3,Seated Calibration,2021-06-14 12:47:20.469857,1306660111
4,Seated Calibration,2021-06-14 12:47:20.869726,2953116912
5,Seated Calibration,2021-06-14 12:47:21.267197,8947922276
6,Seated Calibration,2021-06-14 12:47:21.671597,5309662875
7,Seated Calibration,2021-06-14 12:47:22.071341,5878789079
8,Seated Calibration,2021-06-14 12:47:22.475843,7579460960
9,Seated Calibration,2021-06-14 12:47:22.878341,7579044229
10,seated7,2021-06-14 12:47:23.173570,8349736942
11,seated7,2021-06-14 12:47:23.512645,9657789149
12,seated7,2021-06-14 12:47:23.818808,4532900428
13,seated7,2021-06-14 12:47:24.117603,6867937658
14,seated7,2021-06-14 12:47:24.416080,9058598731
15,seated7,2021-06-14 12:47:24.712009,6884950741
16,seated7,2021-06-14 12:47:25.008384,4688705016
17,seated7,2021-06-14 12:47:25.309512,5038974682
18,seated7,2021-06-14 12:47:25.607040,1170507924
19,seated7,2021-06-14 12:47:25.903258,6791653725
20,seated7,2021-06-14 12:47:26.199255,176871950
21,seated7,2021-06-14 12:47:26.496819,4305020462
22,seated7,2021-06-14 12:47:26.790840,9262745188
23,seated7,2021-06-14 12:47:27.089395,9542776472
24,seated7,2021-06-14 12:47:27.385451,9973950252
25,seated7,2021-06-14 12:47:27.684245,4319469399
26,seated7,2021-06-14 12:47:27.984414,7645530929
27,seated7,2021-06-14 12:47:28.282977,4028071053
28,seated7,2021-06-14 12:47:28.580201,4450629267
29,seated7,2021-06-14 12:47:28.878571,248510956
30,seated7,2021-06-14 12:47:29.175743,6602234669
31,seated7,2021-06-14 12:47:29.478125,7776047786
32,seated7,2021-06-14 12:47:29.773223,155818470
33,seated7,2021-06-14 12:47:30.074756,9704276277
34,seated5,2021-06-14 12:47:30.369887,3804235344
35,seated5,2021-06-14 12:47:30.664950,6690709640
