,col1,col2,col3
0,Seated Calibration,2021-06-14 12:02:59.272089,8092990888
1,Seated Calibration,2021-06-14 12:03:00.109291,7805705615
2,Seated Calibration,2021-06-14 12:03:00.584201,1913066806
3,Seated Calibration,2021-06-14 12:03:00.985785,7569868922
4,Seated Calibration,2021-06-14 12:03:01.386472,7115953037
5,Seated Calibration,2021-06-14 12:03:01.790603,6180342762
6,Seated Calibration,2021-06-14 12:03:02.194316,5565879472
7,Seated Calibration,2021-06-14 12:03:02.593870,1045097976
8,Seated Calibration,2021-06-14 12:03:02.997139,5249287968
9,Seated Calibration,2021-06-14 12:03:03.401880,2820356922
10,seated7,2021-06-14 12:03:03.708231,6934970313
11,seated7,2021-06-14 12:03:04.050029,5678845658
12,seated7,2021-06-14 12:03:04.362475,4486171481
13,seated7,2021-06-14 12:03:04.669261,6919073325
14,seated7,2021-06-14 12:03:04.966699,3497012219
15,seated7,2021-06-14 12:03:05.265820,4019094944
16,seated7,2021-06-14 12:03:05.563205,6564716078
17,seated7,2021-06-14 12:03:05.865966,9003281610
18,seated7,2021-06-14 12:03:06.166375,633050790
19,seated7,2021-06-14 12:03:06.467259,4355436533
20,seated7,2021-06-14 12:03:06.760497,5034160879
21,seated7,2021-06-14 12:03:07.061222,8834314493
22,seated7,2021-06-14 12:03:07.358036,5803021139
23,seated7,2021-06-14 12:03:07.659664,3636549092
24,seated7,2021-06-14 12:03:07.956555,3379358240
25,seated7,2021-06-14 12:03:08.257902,8649981723
26,seated7,2021-06-14 12:03:08.560093,1788141884
27,seated7,2021-06-14 12:03:08.859957,5403507541
28,seated7,2021-06-14 12:03:09.161213,6053118511
29,seated7,2021-06-14 12:03:09.455340,2442415934
30,seated7,2021-06-14 12:03:09.753720,2331956508
31,seated7,2021-06-14 12:03:10.051945,5201732450
32,seated7,2021-06-14 12:03:10.350363,3674828953
33,seated7,2021-06-14 12:03:10.651550,2542022491
34,seated7,2021-06-14 12:03:10.947811,7640455824
35,seated7,2021-06-14 12:03:11.249076,6590781975
36,seated7,2021-06-14 12:03:11.549102,5987548871
37,seated7,2021-06-14 12:03:11.844880,178703058
38,seated7,2021-06-14 12:03:12.142918,5743523355
39,seated7,2021-06-14 12:03:12.444862,5594408676
40,seated7,2021-06-14 12:03:12.746295,4143832797
41,seated7,2021-06-14 12:03:13.044522,3360855652
42,seated7,2021-06-14 12:03:13.344594,9803687275
43,seated7,2021-06-14 12:03:13.643583,4440180757
44,seated7,2021-06-14 12:03:13.940320,8568008792
45,seated7,2021-06-14 12:03:14.242262,6797586756
46,seated7,2021-06-14 12:03:14.545795,5091268421
47,seated7,2021-06-14 12:03:14.844111,2981826550
48,seated7,2021-06-14 12:03:15.144509,7222597031
49,seated7,2021-06-14 12:03:15.446796,6945813984
50,seated7,2021-06-14 12:03:15.747693,1949511620
51,seated7,2021-06-14 12:03:16.044114,8187717783
52,seated7,2021-06-14 12:03:16.343743,6726222012
53,seated7,2021-06-14 12:03:16.642526,3143061342
54,seated7,2021-06-14 12:03:16.944960,230232462
55,seated7,2021-06-14 12:03:17.249115,9633347355
56,seated7,2021-06-14 12:03:17.547877,179632165
57,seated7,2021-06-14 12:03:17.845356,3712621172
58,seated7,2021-06-14 12:03:18.146039,3510606270
59,seated7,2021-06-14 12:03:18.448561,6095680254
60,seated7,2021-06-14 12:03:18.745618,3372453694
61,seated7,2021-06-14 12:03:19.049948,6750863048
62,seated7,2021-06-14 12:03:19.347689,2341934844
63,seated7,2021-06-14 12:03:19.647339,4571172822
64,seated7,2021-06-14 12:03:19.949944,507056587
65,seated7,2021-06-14 12:03:20.250847,6448272264
66,seated7,2021-06-14 12:03:20.549900,166952727
67,seated7,2021-06-14 12:03:20.850854,5581730027
68,seated7,2021-06-14 12:03:21.148708,2444831615
69,seated7,2021-06-14 12:03:21.448287,8815047108
70,seated7,2021-06-14 12:03:21.748155,2426968387
71,seated7,2021-06-14 12:03:22.047576,6282874727
72,seated7,2021-06-14 12:03:22.346909,5483292348
73,seated7,2021-06-14 12:03:22.645983,9403055894
74,seated7,2021-06-14 12:03:22.946423,9313219355
75,seated7,2021-06-14 12:03:23.242597,8361345576
76,seated7,2021-06-14 12:03:23.541695,314038967
77,seated7,2021-06-14 12:03:23.840845,5218717142
78,seated7,2021-06-14 12:03:24.136530,8836637618
79,seated7,2021-06-14 12:03:24.439617,5609507122
80,seated7,2021-06-14 12:03:24.735075,4622317943
81,seated7,2021-06-14 12:03:25.037497,9117435124
82,seated7,2021-06-14 12:03:25.339684,9642527493
83,seated7,2021-06-14 12:03:25.641967,3123481750
84,seated7,2021-06-14 12:03:25.935762,3508683021
85,seated7,2021-06-14 12:03:26.235848,4306422068
86,seated7,2021-06-14 12:03:26.533996,9185866143
87,seated7,2021-06-14 12:03:26.832502,4262997694
88,seated7,2021-06-14 12:03:27.127935,9386995499
89,seated7,2021-06-14 12:03:27.430193,7795166864
90,seated7,2021-06-14 12:03:27.732917,3133009774
91,seated7,2021-06-14 12:03:28.032303,7106909908
92,seated7,2021-06-14 12:03:28.332935,8336474805
93,seated7,2021-06-14 12:03:28.632006,1326559475
94,seated7,2021-06-14 12:03:28.930305,2226181485
95,seated7,2021-06-14 12:03:29.232782,1982695044
96,seated7,2021-06-14 12:03:29.531677,1361060045
97,seated7,2021-06-14 12:03:29.830953,1969592466
98,seated7,2021-06-14 12:03:30.141442,7593394924
99,seated7,2021-06-14 12:03:30.444542,5954370990
100,seated7,2021-06-14 12:03:30.745620,5066360068
101,seated7,2021-06-14 12:03:31.047231,3406005797
102,seated7,2021-06-14 12:03:31.344521,123117022
103,seated7,2021-06-14 12:03:31.640254,3981298972
104,seated7,2021-06-14 12:03:31.945308,6734556918
105,seated7,2021-06-14 12:03:32.246183,6405377681
106,seated7,2021-06-14 12:03:32.548768,5231302122
107,seated7,2021-06-14 12:03:32.849243,8180098503
108,seated7,2021-06-14 12:03:33.152733,9077556223
109,seated7,2021-06-14 12:03:33.456273,4822729355
110,seated7,2021-06-14 12:03:33.756250,7270084500
111,seated7,2021-06-14 12:03:34.051936,1108716064
112,seated7,2021-06-14 12:03:34.352886,7013288791
113,seated7,2021-06-14 12:03:34.652946,8221481343
114,seated7,2021-06-14 12:03:34.954691,7036972032
115,seated7,2021-06-14 12:03:35.259692,3763656855
116,seated7,2021-06-14 12:03:35.565269,5794656155
117,seated7,2021-06-14 12:03:35.866967,7858455599
118,seated7,2021-06-14 12:03:36.169525,7253411739
119,seated7,2021-06-14 12:03:36.466734,5207952070
120,seated7,2021-06-14 12:03:36.765059,7993233365
121,seated7,2021-06-14 12:03:37.062380,5142647802
122,seated7,2021-06-14 12:03:37.365638,8344190862
123,seated7,2021-06-14 12:03:37.666025,2024080580
124,seated7,2021-06-14 12:03:37.971156,5547892520
125,seated7,2021-06-14 12:03:38.267722,8103863045
126,seated7,2021-06-14 12:03:38.569928,5721178130
127,seated7,2021-06-14 12:03:38.872057,9537465580
128,seated7,2021-06-14 12:03:39.171465,5876324140
129,seated7,2021-06-14 12:03:39.471404,5190316703
130,seated7,2021-06-14 12:03:39.772545,9140697399
131,seated7,2021-06-14 12:03:40.076425,1090639457
132,seated7,2021-06-14 12:03:40.382341,7767426828
133,seated7,2021-06-14 12:03:40.682483,3218180897
134,seated7,2021-06-14 12:03:40.986700,5651731279
135,seated7,2021-06-14 12:03:41.286142,2917887295
136,seated7,2021-06-14 12:03:41.587830,1029246070
137,seated7,2021-06-14 12:03:41.891292,3114279477
138,seated7,2021-06-14 12:03:42.195897,8152405535
139,seated7,2021-06-14 12:03:42.500310,6862875062
140,seated7,2021-06-14 12:03:42.808520,9320265168
141,seated7,2021-06-14 12:03:43.110715,8905249016
142,seated7,2021-06-14 12:03:43.414597,4998006453
143,seated7,2021-06-14 12:03:43.716741,3765141568
144,seated7,2021-06-14 12:03:44.023313,1747662576
145,seated7,2021-06-14 12:03:44.327850,7455375207
146,seated7,2021-06-14 12:03:44.627434,2975985855
147,seated7,2021-06-14 12:03:44.929189,4770140310
148,seated7,2021-06-14 12:03:45.231421,3484979232
149,seated7,2021-06-14 12:03:45.540484,1173802979
150,seated7,2021-06-14 12:03:45.845210,6632227130
151,seated7,2021-06-14 12:03:46.150306,4805448299
152,seated7,2021-06-14 12:03:46.452093,3263593196
153,seated7,2021-06-14 12:03:46.755437,9102771666
154,seated7,2021-06-14 12:03:47.060514,2221057799
155,seated7,2021-06-14 12:03:47.361153,4291779115
156,seated7,2021-06-14 12:03:47.661101,2811661368
157,seated7,2021-06-14 12:03:47.960955,6136442747
