,col1,col2,col3
0,Seated Calibration,2021-06-14 15:59:28.282184,3585329656
1,Seated Calibration,2021-06-14 15:59:29.093469,9409407442
2,Seated Calibration,2021-06-14 15:59:29.500087,1986880836
3,Seated Calibration,2021-06-14 15:59:29.896659,4244954533
4,Seated Calibration,2021-06-14 15:59:30.295213,9558919737
5,Seated Calibration,2021-06-14 15:59:30.698791,1518407369
6,Seated Calibration,2021-06-14 15:59:31.101974,4764556041
7,Seated Calibration,2021-06-14 15:59:31.508184,934560806
8,Seated Calibration,2021-06-14 15:59:31.907518,968020576
9,Seated Calibration,2021-06-14 15:59:32.310851,5496760796
10,seated7,2021-06-14 15:59:32.614020,2595018904
11,seated7,2021-06-14 15:59:32.954996,9938767020
12,seated7,2021-06-14 15:59:33.252192,4403288217
13,seated7,2021-06-14 15:59:33.551679,800471336
14,seated7,2021-06-14 15:59:33.856187,4168555538
15,seated7,2021-06-14 15:59:34.151678,7457462074
16,seated7,2021-06-14 15:59:34.453275,2494689981
17,seated7,2021-06-14 15:59:34.751162,3563043933
18,seated7,2021-06-14 15:59:35.047495,2934564613
19,seated7,2021-06-14 15:59:35.348190,9437632008
20,seated7,2021-06-14 15:59:35.644234,8506150933
21,seated7,2021-06-14 15:59:35.945238,5512720129
22,seated7,2021-06-14 15:59:36.245038,9672421835
23,seated7,2021-06-14 15:59:36.541205,1563505274
24,seated7,2021-06-14 15:59:36.835845,4572151728
25,seated7,2021-06-14 15:59:37.133813,2858301945
26,seated7,2021-06-14 15:59:37.436277,8553194593
27,seated7,2021-06-14 15:59:37.738318,5405700619
28,seated7,2021-06-14 15:59:38.035624,6048686593
29,seated7,2021-06-14 15:59:38.338187,5286196934
30,seated7,2021-06-14 15:59:38.633616,1311727278
31,seated7,2021-06-14 15:59:38.932126,50972486
32,seated7,2021-06-14 15:59:39.230303,816357658
33,seated7,2021-06-14 15:59:39.532566,1434546683
34,seated7,2021-06-14 15:59:39.829941,556207764
35,seated7,2021-06-14 15:59:40.129471,5947927908
36,seated7,2021-06-14 15:59:40.429375,9989364494
37,seated7,2021-06-14 15:59:40.726075,8940285569
38,seated7,2021-06-14 15:59:41.029337,6347611618
39,seated7,2021-06-14 15:59:41.327685,6690626187
40,seated7,2021-06-14 15:59:41.627272,4683733376
41,seated7,2021-06-14 15:59:41.923075,6027555153
42,seated7,2021-06-14 15:59:42.221082,2894172104
43,seated7,2021-06-14 15:59:42.522003,4270755255
44,seated7,2021-06-14 15:59:42.818082,5839475794
45,seated7,2021-06-14 15:59:43.115761,5342901254
46,seated7,2021-06-14 15:59:43.412679,9978409830
47,seated7,2021-06-14 15:59:43.716841,7606096685
48,seated7,2021-06-14 15:59:44.015698,9063204805
49,seated7,2021-06-14 15:59:44.315688,1508545931
50,seated7,2021-06-14 15:59:44.614629,4566074757
51,seated7,2021-06-14 15:59:44.915457,894651686
52,seated7,2021-06-14 15:59:45.218492,5629867364
53,seated7,2021-06-14 15:59:45.519586,2469873181
54,seated7,2021-06-14 15:59:45.820959,4832185477
55,seated7,2021-06-14 15:59:46.119943,3135333514
56,seated7,2021-06-14 15:59:46.418407,268631750
57,seated7,2021-06-14 15:59:46.723292,6433435300
58,seated7,2021-06-14 15:59:47.022944,5578313699
59,seated7,2021-06-14 15:59:47.318169,1460707535
60,seated7,2021-06-14 15:59:47.616352,2852603301
61,seated7,2021-06-14 15:59:47.913261,6227968607
62,seated7,2021-06-14 15:59:48.214388,6674030685
63,seated7,2021-06-14 15:59:48.516309,5650135102
64,seated7,2021-06-14 15:59:48.816368,202371759
65,seated7,2021-06-14 15:59:49.116112,8909340204
66,seated7,2021-06-14 15:59:49.420960,504977080
67,seated7,2021-06-14 15:59:49.715297,3807572070
68,seated7,2021-06-14 15:59:50.014122,4589865646
69,seated7,2021-06-14 15:59:50.314951,4898412653
70,seated7,2021-06-14 15:59:50.615275,8822219442
71,seated7,2021-06-14 15:59:50.917497,2927489218
72,seated7,2021-06-14 15:59:51.215493,7613829238
73,seated7,2021-06-14 15:59:51.519261,7124305040
74,seated7,2021-06-14 15:59:51.820105,6998984970
75,seated7,2021-06-14 15:59:52.118124,9138063766
76,seated7,2021-06-14 15:59:52.415860,9794510008
77,seated7,2021-06-14 15:59:52.716675,1105275626
78,seated7,2021-06-14 15:59:53.018006,7157764091
79,seated7,2021-06-14 15:59:53.316798,2543189681
80,seated7,2021-06-14 15:59:53.617924,2315272597
81,seated7,2021-06-14 15:59:53.918653,9208805899
82,seated7,2021-06-14 15:59:54.222416,2914940148
83,seated7,2021-06-14 15:59:54.521909,6504791760
84,seated7,2021-06-14 15:59:54.816987,129550017
85,seated7,2021-06-14 15:59:55.115737,2001865323
86,seated7,2021-06-14 15:59:55.418573,7014498214
87,seated7,2021-06-14 15:59:55.720159,8472263975
88,seated7,2021-06-14 15:59:56.018371,4693131108
89,seated7,2021-06-14 15:59:56.321875,6389045839
90,seated7,2021-06-14 15:59:56.621739,676325989
