,col1,col2,col3
0,Seated Calibration,2021-06-14 12:03:11.373499,2521104415
1,Seated Calibration,2021-06-14 12:03:12.201055,4888705169
2,Seated Calibration,2021-06-14 12:03:12.629040,996761728
3,Seated Calibration,2021-06-14 12:03:13.028424,656944120
4,Seated Calibration,2021-06-14 12:03:13.425980,5741409449
5,Seated Calibration,2021-06-14 12:03:13.824684,1915078475
6,Seated Calibration,2021-06-14 12:03:14.228722,1748648365
7,Seated Calibration,2021-06-14 12:03:14.627822,1934179415
8,Seated Calibration,2021-06-14 12:03:15.029930,1846137005
9,Seated Calibration,2021-06-14 12:03:15.427520,6330513913
10,seated7,2021-06-14 12:03:15.728301,8453985738
11,seated7,2021-06-14 12:03:16.077828,8836341866
12,seated7,2021-06-14 12:03:16.385078,541582609
13,seated7,2021-06-14 12:03:16.680440,5681037752
14,seated7,2021-06-14 12:03:16.979868,8369341902
15,seated3,2021-06-14 12:03:17.277972,3003385957
16,seated7,2021-06-14 12:03:17.573380,6388130977
17,seated7,2021-06-14 12:03:17.868149,7547490641
18,seated7,2021-06-14 12:03:18.162637,9644852686
19,seated7,2021-06-14 12:03:18.457741,3603819051
20,seated7,2021-06-14 12:03:18.757647,4364284536
21,seated7,2021-06-14 12:03:19.049887,5800911234
22,seated7,2021-06-14 12:03:19.350410,9025978090
23,seated7,2021-06-14 12:03:19.649522,932201353
24,seated7,2021-06-14 12:03:19.949350,6937369057
25,seated7,2021-06-14 12:03:20.249503,3143917482
26,seated7,2021-06-14 12:03:20.547618,6968696426
27,seated7,2021-06-14 12:03:20.846556,9857150806
28,seated7,2021-06-14 12:03:21.147600,2995575414
29,seated7,2021-06-14 12:03:21.446993,6414182761
30,seated7,2021-06-14 12:03:21.741253,6682876203
31,seated7,2021-06-14 12:03:22.040456,640590995
32,seated7,2021-06-14 12:03:22.336449,7009004924
33,seated7,2021-06-14 12:03:22.631096,3743641948
34,seated7,2021-06-14 12:03:22.929851,2900771987
35,seated7,2021-06-14 12:03:23.229285,5672516019
36,seated7,2021-06-14 12:03:23.527828,7522060555
37,seated7,2021-06-14 12:03:23.822250,1073029915
38,seated7,2021-06-14 12:03:24.118524,4204583816
