,col1,col2,col3
0,Seated Calibration,2021-06-20 05:46:28.116037,9261020998
1,Seated Calibration,2021-06-20 05:46:29.007051,7696596675
2,Seated Calibration,2021-06-20 05:46:29.465566,7080338360
3,Seated Calibration,2021-06-20 05:46:29.866986,3917902639
4,Seated Calibration,2021-06-20 05:46:30.268665,4478867316
5,Seated Calibration,2021-06-20 05:46:30.670933,5414368224
6,Seated Calibration,2021-06-20 05:46:31.073655,1482522028
7,Seated Calibration,2021-06-20 05:46:31.473418,4690063789
8,Seated Calibration,2021-06-20 05:46:31.875908,369068671
9,Seated Calibration,2021-06-20 05:46:32.276646,1688843658
10,Seated1,2021-06-20 05:46:32.578185,3924774540
11,seated3,2021-06-20 05:46:32.952277,5375048617
12,seated3,2021-06-20 05:46:33.269308,6151870523
13,seated3,2021-06-20 05:46:33.574444,1457902456
14,seated3,2021-06-20 05:46:33.871679,3126604350
15,seated3,2021-06-20 05:46:34.172127,6065301976
16,seated3,2021-06-20 05:46:34.470939,3128065295
17,Seated1,2021-06-20 05:46:34.772072,8724225519
18,Seated1,2021-06-20 05:46:35.067905,6140259099
19,Seated1,2021-06-20 05:46:35.366787,9143648080
20,Seated1,2021-06-20 05:46:35.663874,1933870134
21,Seated1,2021-06-20 05:46:35.967541,7198860152
22,Seated1,2021-06-20 05:46:36.265105,3284341744
23,Seated1,2021-06-20 05:46:36.568344,6008856126
24,seated3,2021-06-20 05:46:36.865533,8575447485
25,seated7,2021-06-20 05:46:37.161281,6589837364
26,seated3,2021-06-20 05:46:37.469298,2351232263
27,Seated1,2021-06-20 05:46:37.770919,681587430
28,seated3,2021-06-20 05:46:38.069775,5232132042
29,Seated1,2021-06-20 05:46:38.370467,6029265843
30,Seated1,2021-06-20 05:46:38.674137,8238964723
31,Seated1,2021-06-20 05:46:38.978185,9730186801
32,Seated1,2021-06-20 05:46:39.282549,160339408
33,seated3,2021-06-20 05:46:39.582894,2908968663
34,Seated1,2021-06-20 05:46:39.887467,6523040258
35,Seated1,2021-06-20 05:46:40.190619,9873634615
36,Seated1,2021-06-20 05:46:40.496562,9664167990
37,Seated1,2021-06-20 05:46:40.791679,5711185408
38,Seated1,2021-06-20 05:46:41.091439,8119402757
39,Seated1,2021-06-20 05:46:41.393807,7348606075
40,Seated1,2021-06-20 05:46:41.691722,4898807624
41,seated3,2021-06-20 05:46:41.996972,5577368510
42,seated3,2021-06-20 05:46:42.300912,808906181
43,seated3,2021-06-20 05:46:42.595974,5982228294
44,seated3,2021-06-20 05:46:42.894957,5577111951
45,seated3,2021-06-20 05:46:43.191419,8107097495
46,seated3,2021-06-20 05:46:43.493600,4929971749
47,seated3,2021-06-20 05:46:43.795166,6629406459
48,Seated1,2021-06-20 05:46:44.092723,279362547
49,seated3,2021-06-20 05:46:44.396318,4466006565
50,seated3,2021-06-20 05:46:44.698369,4081414478
51,seated3,2021-06-20 05:46:45.001329,2193241832
52,seated3,2021-06-20 05:46:45.299179,449653955
53,Seated1,2021-06-20 05:46:45.596139,405308267
54,seated3,2021-06-20 05:46:45.892573,2286039608
55,seated3,2021-06-20 05:46:46.197010,5101829854
56,seated3,2021-06-20 05:46:46.494686,8370860587
57,seated3,2021-06-20 05:46:46.797871,8836648914
58,seated3,2021-06-20 05:46:47.097401,6596546667
59,seated3,2021-06-20 05:46:47.396918,9812164719
60,seated3,2021-06-20 05:46:47.697319,2165970274
61,seated3,2021-06-20 05:46:47.994939,9119029187
62,seated3,2021-06-20 05:46:48.294195,923911331
63,seated3,2021-06-20 05:46:48.594434,3262600296
64,seated3,2021-06-20 05:46:48.890857,7770207045
65,seated3,2021-06-20 05:46:49.191647,2925451571
66,Seated1,2021-06-20 05:46:49.494952,5127316125
67,Seated1,2021-06-20 05:46:49.794965,2947955720
68,Seated1,2021-06-20 05:46:50.093615,9761200149
69,Seated1,2021-06-20 05:46:50.393207,2557916776
70,seated3,2021-06-20 05:46:50.694982,4110861571
71,seated3,2021-06-20 05:46:50.992281,371997945
72,Seated1,2021-06-20 05:46:51.294746,6028745950
73,Seated1,2021-06-20 05:46:51.589933,9874970875
74,seated3,2021-06-20 05:46:51.889579,3345155621
75,seated3,2021-06-20 05:46:52.183941,2773741106
76,seated3,2021-06-20 05:46:52.477985,6220879253
77,seated3,2021-06-20 05:46:52.779569,3181771713
78,seated7,2021-06-20 05:46:53.081316,3778722084
79,seated7,2021-06-20 05:46:53.380983,8546927640
80,seated7,2021-06-20 05:46:53.685083,4185312677
81,Seated1,2021-06-20 05:46:53.992482,756561432
