,col1,col2,col3
0,Seated Calibration,2021-06-14 12:48:15.129892,2538187664
1,Seated Calibration,2021-06-14 12:48:16.144800,7149511490
2,Seated Calibration,2021-06-14 12:48:16.731370,3939835667
3,Seated Calibration,2021-06-14 12:48:17.133105,1297838541
4,Seated Calibration,2021-06-14 12:48:17.536561,1293999124
5,Seated Calibration,2021-06-14 12:48:17.933567,6755673034
6,Seated Calibration,2021-06-14 12:48:18.332462,588709042
7,Seated Calibration,2021-06-14 12:48:18.730822,4077948238
8,Seated Calibration,2021-06-14 12:48:19.132186,3495604869
9,Seated Calibration,2021-06-14 12:48:19.532912,617834933
10,seated5,2021-06-14 12:48:19.836240,5245331725
11,seated3,2021-06-14 12:48:20.179499,6597339345
12,seated7,2021-06-14 12:48:20.502017,7295695474
13,Seated1,2021-06-14 12:48:20.802982,167307286
14,seated3,2021-06-14 12:48:21.104528,9486709399
15,Seated1,2021-06-14 12:48:21.406673,5109142652
16,Seated1,2021-06-14 12:48:21.705219,7618342834
17,Seated1,2021-06-14 12:48:22.002157,1281311481
18,Seated1,2021-06-14 12:48:22.301502,8946283661
19,Seated1,2021-06-14 12:48:22.601207,795174341
20,Seated1,2021-06-14 12:48:22.900619,9594686792
21,Seated1,2021-06-14 12:48:23.200946,3657416453
22,Seated1,2021-06-14 12:48:23.503107,1860675576
23,Seated1,2021-06-14 12:48:23.805437,2546266261
24,Seated1,2021-06-14 12:48:24.105072,7253425666
25,Seated1,2021-06-14 12:48:24.406510,339636021
26,Seated1,2021-06-14 12:48:24.707182,2082905302
27,Seated1,2021-06-14 12:48:25.008335,423069626
28,Seated1,2021-06-14 12:48:25.312525,320866230
29,Seated1,2021-06-14 12:48:25.615496,7300192526
30,Seated1,2021-06-14 12:48:25.918274,9364097502
31,Seated1,2021-06-14 12:48:26.217854,1205351415
32,Seated1,2021-06-14 12:48:26.519116,8249977295
33,Seated1,2021-06-14 12:48:26.816359,5523683274
34,Seated1,2021-06-14 12:48:27.112665,5051296603
